image_path,class_label,attributes,caption,split,instance_id
images/team8_bottle_034.jpg,tableware_waterbottle,color:green;material:plastic;pattern:unknown,a used large green plastic bottle,train,bottle_H_4
images/team8_bottle_035.jpg,tableware_waterbottle,color:green;material:plastic;pattern:unknown,a used large green plastic bottle,train,bottle_H_5
images/team8_bottle_036.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a used medium purple plastic bottle,val,bottle_K_1
images/team8_bottle_037.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a used medium purple plastic bottle,train,bottle_K_2
images/team8_bottle_038.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a used medium purple plastic bottle,train,bottle_K_3
images/team8_bottle_039.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,a medium sized blue plastic bottle,val,bottle_E_3
images/team8_bottle_040.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,a medium sized blue plastic bottle,train,bottle_E_4
images/team8_bottle_041.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,a medium sized blue plastic bottle,train,bottle_E_5
images/team8_bottle_042.jpg,tableware_waterbottle,color:silver;material:metal;pattern:unknown,a used medium sized silver colored metal bottle,train,bottle_B_3
images/team8_bottle_043.jpg,tableware_waterbottle,color:silver;material:metal;pattern:unknown,a used medium sized silver colored metal bottle,val,bottle_B_4
images/team8_bottle_044.jpg,tableware_waterbottle,color:silver;material:metal;pattern:unknown,a used medium sized silver colored metal bottle,train,bottle_B_5
images/team8_bottle_045.jpg,tableware_waterbottle,color:black;material:metal;pattern:unknown,a used medium black metal bottle,val,bottle_I_3
images/team8_bottle_046.jpg,tableware_waterbottle,color:black;material:metal;pattern:unknown,a used medium black metal bottle,val,bottle_I_4
images/team8_bottle_047.jpg,tableware_waterbottle,color:black;material:metal;pattern:unknown,a used medium black metal bottle,train,bottle_I_5
images/team8_bottle_048.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a medium neon green metal bottle,val,bottle_F_3
images/team8_bottle_049.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a medium neon green metal bottle,train,bottle_F_4
images/team8_bottle_050.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a medium neon green metal bottle,train,bottle_F_5
images/team8_bottle_051.jpg,tableware_waterbottle,color:green;material:plastic;pattern:unknown,a used small green plastic bottle,train,bottle_L_1
images/team8_bottle_052.jpg,tableware_waterbottle,color:green;material:plastic;pattern:unknown,a used small green plastic bottle,train,bottle_L_2
images/team8_bottle_053.jpg,tableware_waterbottle,color:green;material:plastic;pattern:unknown,a used small green plastic bottle,train,bottle_L_3
images/team8_bottle_054.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a used medium red metal bottle,train,bottle_D_3
images/team8_bottle_055.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a used medium red metal bottle,train,bottle_D_4
images/team8_bottle_056.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a used medium red metal bottle,val,bottle_D_5
images/team8_bottle_057.jpg,tableware_waterbottle,color:green;material:plastic;pattern:unknown,a used small green plastic bottle,train,bottle_L_4
images/team8_bottle_058.jpg,tableware_waterbottle,color:green;material:plastic;pattern:unknown,a used small green plastic bottle,train,bottle_L_5
images/team8_bottle_059.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a used medium purple plastic bottle,train,bottle_K_4
images/team8_bottle_060.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a used medium purple plastic bottle,train,bottle_K_5
images/team8_watch_002.jpg,clothing_wristwatch,color:unknown;material:metal;pattern:unknown,a used medium sized metal watch,val,watch_A_2
images/team8_watch_003.jpg,clothing_wristwatch,color:unknown;material:metal;pattern:unknown,a used medium sized metal watch,train,watch_A_3
images/team8_watch_005.jpg,clothing_wristwatch,color:unknown;material:metal;pattern:unknown,a used medium sized metal watch,train,watch_A_5
images/team8_watch_006.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_B_1
images/team8_watch_007.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_B_2
images/team8_watch_008.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_B_3
images/team8_watch_009.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_B_4
images/team8_watch_010.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_B_5
images/team8_watch_011.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,val,watch_C_1
images/team8_watch_013.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,train,watch_C_3
images/team8_watch_014.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,train,watch_C_4
images/team8_watch_015.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,train,watch_C_5
images/team8_watch_016.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_D_1
images/team8_watch_017.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_D_2
images/team8_watch_018.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_D_3
images/team8_watch_019.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_D_4
images/team8_watch_020.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_E_1
images/team8_watch_022.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_E_2
images/team8_watch_024.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_E_3
images/team8_watch_025.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,val,watch_E_4
images/team8_watch_026.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_E_5
images/team8_watch_028.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used medium sized brown rubber watch,train,watch_F_1
images/team8_watch_030.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used medium sized brown rubber watch,train,watch_F_2
images/team8_watch_033.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used medium sized brown rubber watch,train,watch_F_3
images/team8_watch_034.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used medium sized brown rubber watch,train,watch_F_4
images/team8_watch_035.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used medium sized brown rubber watch,train,watch_F_5
images/team8_watch_042.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a used medium sized black metal watch,train,watch_G_1
images/team8_watch_043.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a used medium sized black metal watch,val,watch_G_2
images/team8_watch_044.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a used medium sized black metal watch,train,watch_G_3
images/team8_watch_045.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a used medium sized black metal watch,train,watch_G_4
images/team8_watch_046.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a used medium sized black metal watch,train,watch_G_5
images/team8_watch_048.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used small sized brown rubber watch,train,watch_H_1
images/team8_watch_049.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used small sized brown rubber watch,val,watch_H_2
images/team8_watch_051.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used small sized brown rubber watch,val,watch_H_3
images/team8_watch_052.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used small sized brown rubber watch,train,watch_H_4
images/team8_watch_053.jpg,clothing_wristwatch,color:brown;material:plastic;pattern:unknown,a used small sized brown rubber watch,train,watch_H_5
images/team8_watch_056.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,train,watch_I_1
images/team8_watch_057.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,val,watch_I_2
images/team8_watch_058.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,train,watch_I_3
images/team8_watch_060.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,train,watch_I_4
images/team8_watch_061.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,a new medium sized black metal watch,train,watch_I_5
images/team8_watch_066.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,val,watch_J_1
images/team8_watch_067.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_J_2
images/team8_watch_068.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_J_3
images/team8_watch_069.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_J_4
images/team8_watch_070.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black rubber watch,train,watch_J_5
images/team8_watch_079.jpg,clothing_wristwatch,color:blue;material:metal;pattern:unknown,a new medium sized teal metal watch,train,watch_K_1
images/team8_watch_080.jpg,clothing_wristwatch,color:blue;material:metal;pattern:unknown,a new medium sized teal metal watch,train,watch_K_2
images/team8_watch_081.jpg,clothing_wristwatch,color:blue;material:metal;pattern:unknown,a new medium sized teal metal watch,train,watch_K_3
images/team8_watch_082.jpg,clothing_wristwatch,color:blue;material:metal;pattern:unknown,a new medium sized teal metal watch,train,watch_K_4
images/team8_watch_083.jpg,clothing_wristwatch,color:blue;material:metal;pattern:unknown,a new medium sized teal metal watch,train,watch_K_5
images/team8_watch_084.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_L_1
images/team8_watch_085.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_L_2
images/team8_watch_086.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_L_3
images/team8_watch_087.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_L_4
images/team8_watch_088.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_L_5
images/team8_watch_089.jpg,clothing_wristwatch,color:black;material:plastic;pattern:unknown,a used medium sized black plastic watch,train,watch_D_5
images/Team12_Clothing_Shoes_001.jpg,footwear_sneakers,color:black;material:leather;pattern:unknown,an irregular black leather shoes.,train,TEAM12_Clothing_Shoes_001
images/Team12_Clothing_Shoes_002.jpg,footwear_sneakers,color:black;material:leather;pattern:unknown,an irregular black leather shoes.,train,TEAM12_Clothing_Shoes_002
images/Team12_Clothing_Shoes_003.jpg,footwear_sneakers,color:red;material:leather;pattern:unknown,an irregular red leather shoes.,train,TEAM12_Clothing_Shoes_003
images/Team12_Clothing_Shoes_004.jpg,footwear_sneakers,color:white;material:leather;pattern:unknown,an irregular white leather shoes.,val,TEAM12_Clothing_Shoes_004
images/Team12_Clothing_Shoes_005.jpg,footwear_sneakers,color:unknown;material:leather;pattern:unknown,an irregular multi-colored leather shoes.,train,TEAM12_Clothing_Shoes_005
images/Team12_Clothing_Shoes_006.jpg,footwear_sneakers,color:brown;material:leather;pattern:unknown,an irregular brown leather shoes.,train,TEAM12_Clothing_Shoes_006
images/Team12_Clothing_Shoes_007.jpg,footwear_sneakers,color:blue;material:leather;pattern:unknown,an irregular blue leather shoes.,train,TEAM12_Clothing_Shoes_007
images/Team12_Clothing_Shoes_008.jpg,footwear_sneakers,color:white;material:leather;pattern:unknown,an irregular white leather shoes.,train,TEAM12_Clothing_Shoes_008
images/Team12_Clothing_Shoes_009.jpg,footwear_sneakers,color:brown;material:leather;pattern:unknown,an irregular brown leather shoes.,val,TEAM12_Clothing_Shoes_009
images/Team12_Clothing_Shoes_010.jpg,footwear_sneakers,color:brown;material:leather;pattern:unknown,an irregular brown leather shoes.,train,TEAM12_Clothing_Shoes_010
images/Team12_Clothing_Shoes_011.jpg,footwear_sneakers,color:white;material:leather;pattern:unknown,an irregular white leather shoes.,train,TEAM12_Clothing_Shoes_011
images/Team12_Clothing_Shoes_012.jpg,footwear_sneakers,color:black;material:leather;pattern:unknown,an irregular black leather shoes.,train,TEAM12_Clothing_Shoes_012
images/Team12_Clothing_Shoes_013.jpg,footwear_sneakers,color:blue;material:leather;pattern:unknown,an irregular blue leather shoes.,val,TEAM12_Clothing_Shoes_013
images/Team12_Clothing_Shoes_014.jpg,footwear_sneakers,color:blue;material:leather;pattern:unknown,an irregular blue leather shoes.,train,TEAM12_Clothing_Shoes_014
images/Team12_Clothing_Shoes_015.jpg,footwear_sneakers,color:white;material:leather;pattern:unknown,an irregular white leather shoes.,train,TEAM12_Clothing_Shoes_015
images/Team12_Clothing_Shoes_016.jpg,footwear_sneakers,color:black;material:leather;pattern:unknown,an irregular black leather shoes.,train,TEAM12_Clothing_Shoes_016
images/Team12_Clothing_Shoes_017.jpg,footwear_sneakers,color:white;material:leather;pattern:unknown,an irregular white leather shoes.,val,TEAM12_Clothing_Shoes_017
images/Team12_Clothing_Wrist_watch_001.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,"a circular, band black metal watch.",train,TEAM12_Clothing_Wrist_watch_001
images/Team12_Clothing_Wrist_watch_002.jpg,clothing_wristwatch,color:silver;material:metal;pattern:unknown,"a circular, band silver metal watch.",train,TEAM12_Clothing_Wrist_watch_002
images/Team12_Clothing_Wrist_watch_003.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,"a circular, band black metal watch.",train,TEAM12_Clothing_Wrist_watch_003
images/Team12_Clothing_Wrist_watch_004.jpg,clothing_wristwatch,color:silver;material:metal;pattern:unknown,"a circular, band silver metal watch.",val,TEAM12_Clothing_Wrist_watch_004
images/Team12_Clothing_Wrist_watch_005.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,"a circular, band black metal watch.",train,TEAM12_Clothing_Wrist_watch_005
images/Team12_Clothing_Wrist_watch_006.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,"a circular, band black metal watch.",train,TEAM12_Clothing_Wrist_watch_006
images/Team12_Clothing_Wrist_watch_007.jpg,clothing_wristwatch,color:silver;material:metal;pattern:unknown,"a circular, band silver metal watch.",train,TEAM12_Clothing_Wrist_watch_007
images/Team12_Clothing_Wrist_watch_008.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,"a circular, band black metal watch.",train,TEAM12_Clothing_Wrist_watch_008
images/Team12_Clothing_Wrist_watch_009.jpg,clothing_wristwatch,color:silver;material:metal;pattern:unknown,"a circular, band silver metal watch.",train,TEAM12_Clothing_Wrist_watch_009
images/Team12_Clothing_Wrist_watch_010.jpg,clothing_wristwatch,color:unknown;material:metal;pattern:unknown,"a circular, band yellow metal watch.",train,TEAM12_Clothing_Wrist_watch_010
images/Team12_Clothing_Wrist_watch_011.jpg,clothing_wristwatch,color:blue;material:metal;pattern:unknown,"a circular, band blue metal watch.",val,TEAM12_Clothing_Wrist_watch_011
images/Team12_Clothing_Wrist_watch_012.jpg,clothing_wristwatch,color:silver;material:metal;pattern:unknown,"a circular, band silver metal watch.",train,TEAM12_Clothing_Wrist_watch_012
images/Team12_Clothing_Wrist_watch_013.jpg,clothing_wristwatch,color:blue;material:metal;pattern:unknown,"a circular, band blue metal watch.",train,TEAM12_Clothing_Wrist_watch_013
images/Team12_Clothing_Wrist_watch_014.jpg,clothing_wristwatch,color:blue;material:metal;pattern:unknown,"a circular, band blue metal watch.",train,TEAM12_Clothing_Wrist_watch_014
images/Team12_Clothing_Wrist_watch_015.jpg,clothing_wristwatch,color:silver;material:metal;pattern:unknown,"a circular, band silver metal watch.",val,TEAM12_Clothing_Wrist_watch_015
images/Team12_Clothing_Wrist_watch_016.jpg,clothing_wristwatch,color:silver;material:metal;pattern:unknown,"a circular, band silver metal watch.",train,TEAM12_Clothing_Wrist_watch_016
images/Team12_Clothing_Wrist_watch_017.jpg,clothing_wristwatch,color:black;material:metal;pattern:unknown,"a circular, band black metal watch.",val,TEAM12_Clothing_Wrist_watch_017
images/Team12_Clothing_Wrist_watch_018.jpg,clothing_wristwatch,color:brown;material:metal;pattern:unknown,"a circular, band brown metal watch.",train,TEAM12_Clothing_Wrist_watch_018
images/Team12_Clothing_Wrist_watch_019.jpg,clothing_wristwatch,color:unknown;material:metal;pattern:unknown,"a circular, band yellow metal watch.",train,TEAM12_Clothing_Wrist_watch_019
images/Team12_Clothing_Wrist_watch_020.jpg,clothing_wristwatch,color:silver;material:metal;pattern:unknown,"a circular, band silver metal watch.",val,TEAM12_Clothing_Wrist_watch_020
images/Team12_Electronics_Keyboard_001.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_001
images/Team12_Electronics_Keyboard_002.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,val,TEAM12_Electronics_Keyboard_002
images/Team12_Electronics_Keyboard_003.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_003
images/Team12_Electronics_Keyboard_004.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_004
images/Team12_Electronics_Keyboard_005.jpg,electronics_keyboard,color:unknown;material:metal;pattern:unknown,a rectangular multi-colored plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_005
images/Team12_Electronics_Keyboard_006.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,val,TEAM12_Electronics_Keyboard_006
images/Team12_Electronics_Keyboard_007.jpg,electronics_keyboard,color:white;material:metal;pattern:unknown,a rectangular white plastic and metal keyboard.,val,TEAM12_Electronics_Keyboard_007
images/Team12_Electronics_Keyboard_008.jpg,electronics_keyboard,color:white;material:metal;pattern:unknown,a rectangular white plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_008
images/Team12_Electronics_Keyboard_009.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_009
images/Team12_Electronics_Keyboard_010.jpg,electronics_keyboard,color:white;material:metal;pattern:unknown,a rectangular white plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_010
images/Team12_Electronics_Keyboard_011.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_011
images/Team12_Electronics_Keyboard_012.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_012
images/Team12_Electronics_Keyboard_013.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_013
images/Team12_Electronics_Keyboard_014.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_014
images/Team12_Electronics_Keyboard_015.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_015
images/Team12_Electronics_Keyboard_016.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_016
images/Team12_Electronics_Keyboard_017.jpg,electronics_keyboard,color:white;material:metal;pattern:unknown,a rectangular white plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_017
images/Team12_Electronics_Keyboard_018.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_018
images/Team12_Electronics_Keyboard_019.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_019
images/Team12_Electronics_Keyboard_020.jpg,electronics_keyboard,color:black;material:metal;pattern:unknown,a rectangular black plastic and metal keyboard.,train,TEAM12_Electronics_Keyboard_020
images/Team12_Electronics_Mouse_001.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_001
images/Team12_Electronics_Mouse_002.jpg,electronics_mouse,color:blue;material:metal;pattern:unknown,"an ergonomic, curved blue plastic and metal mouse.",train,TEAM12_Electronics_Mouse_002
images/Team12_Electronics_Mouse_003.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_003
images/Team12_Electronics_Mouse_004.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_004
images/Team12_Electronics_Mouse_005.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_005
images/Team12_Electronics_Mouse_006.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",val,TEAM12_Electronics_Mouse_006
images/Team12_Electronics_Mouse_007.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_007
images/Team12_Electronics_Mouse_008.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_008
images/Team12_Electronics_Mouse_009.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_009
images/Team12_Electronics_Mouse_010.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_010
images/Team12_Electronics_Mouse_011.jpg,electronics_mouse,color:white;material:metal;pattern:unknown,"an ergonomic, curved white plastic and metal mouse.",train,TEAM12_Electronics_Mouse_011
images/Team12_Electronics_Mouse_012.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_012
images/Team12_Electronics_Mouse_013.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_013
images/Team12_Electronics_Mouse_014.jpg,electronics_mouse,color:unknown;material:metal;pattern:unknown,"an ergonomic, curved purple plastic and metal mouse.",train,TEAM12_Electronics_Mouse_014
images/Team12_Electronics_Mouse_015.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",val,TEAM12_Electronics_Mouse_015
images/Team12_Electronics_Mouse_016.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_016
images/Team12_Electronics_Mouse_017.jpg,electronics_mouse,color:unknown;material:metal;pattern:unknown,"an ergonomic, curved multi-colored plastic and metal mouse.",train,TEAM12_Electronics_Mouse_017
images/Team12_Electronics_Mouse_018.jpg,electronics_mouse,color:white;material:metal;pattern:unknown,"an ergonomic, curved white plastic and metal mouse.",train,TEAM12_Electronics_Mouse_018
images/Team12_Electronics_Mouse_019.jpg,electronics_mouse,color:black;material:metal;pattern:unknown,"an ergonomic, curved black plastic and metal mouse.",train,TEAM12_Electronics_Mouse_019
images/Team12_Stationary_Calculator_001.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a rectangular white plastic calculator.,train,TEAM12_Stationary_Calculator_001
images/Team12_Stationary_Calculator_002.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_002
images/Team12_Stationary_Calculator_003.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_003
images/Team12_Stationary_Calculator_004.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_004
images/Team12_Stationary_Calculator_005.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_005
images/Team12_Stationary_Calculator_006.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_006
images/Team12_Stationary_Calculator_007.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,val,TEAM12_Stationary_Calculator_007
images/Team12_Stationary_Calculator_008.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_008
images/Team12_Stationary_Calculator_009.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_009
images/Team12_Stationary_Calculator_010.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a rectangular white plastic calculator.,train,TEAM12_Stationary_Calculator_010
images/Team12_Stationary_Calculator_011.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_011
images/Team12_Stationary_Calculator_012.jpg,stationery_calculator,color:unknown;material:plastic;pattern:unknown,a rectangular pink plastic calculator.,train,TEAM12_Stationary_Calculator_012
images/Team12_Stationary_Calculator_013.jpg,stationery_calculator,color:unknown;material:plastic;pattern:unknown,a rectangular pink plastic calculator.,train,TEAM12_Stationary_Calculator_013
images/Team12_Stationary_Calculator_014.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_014
images/Team12_Stationary_Calculator_015.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a rectangular white plastic calculator.,train,TEAM12_Stationary_Calculator_015
images/Team12_Stationary_Calculator_016.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_016
images/Team12_Stationary_Calculator_017.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_017
images/Team12_Stationary_Calculator_018.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_018
images/Team12_Stationary_Calculator_019.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a rectangular black plastic calculator.,train,TEAM12_Stationary_Calculator_019
images/Team12_Stationary_Notebook_001.jpg,stationery_notebook,color:brown;material:unknown;pattern:unknown,a rectangular brown paper notebook.,train,TEAM12_Stationary_Notebook_001
images/Team12_Stationary_Notebook_002.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,a rectangular white paper notebook.,train,TEAM12_Stationary_Notebook_002
images/Team12_Stationary_Notebook_003.jpg,stationery_notebook,color:unknown;material:unknown;pattern:unknown,a rectangular orange paper notebook.,train,TEAM12_Stationary_Notebook_003
images/Team12_Stationary_Notebook_004.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,a rectangular white paper notebook.,val,TEAM12_Stationary_Notebook_004
